0.000000 0.000000 0.000000 
0.000000 3.200000 0.382683 
0.000000 6.400000 0.707107 
0.000000 9.600000 0.923880 
0.000000 12.800000 1.000000 
0.000000 16.000000 0.923880 
0.000000 19.200000 0.707107 
0.000000 22.400000 0.382683 
0.000000 25.600000 -0.000000 

3.200000 0.000000 0.707107 
3.200000 3.200000 0.000000 
3.200000 6.400000 0.000000 
3.200000 9.600000 0.000000 
3.200000 12.800000 0.000000 
3.200000 16.000000 0.000000 
3.200000 19.200000 0.000000 
3.200000 22.400000 0.000000 
3.200000 25.600000 -0.707107 

6.400000 0.000000 1.000000 
6.400000 3.200000 0.000000 
6.400000 6.400000 0.000000 
6.400000 9.600000 0.000000 
6.400000 12.800000 0.000000 
6.400000 16.000000 0.000000 
6.400000 19.200000 0.000000 
6.400000 22.400000 0.000000 
6.400000 25.600000 -1.000000 

9.600000 0.000000 0.707107 
9.600000 3.200000 0.000000 
9.600000 6.400000 0.000000 
9.600000 9.600000 0.000000 
9.600000 12.800000 0.000000 
9.600000 16.000000 0.000000 
9.600000 19.200000 0.000000 
9.600000 22.400000 0.000000 
9.600000 25.600000 -0.707107 

12.800000 0.000000 0.000000 
12.800000 3.200000 0.000000 
12.800000 6.400000 0.000000 
12.800000 9.600000 0.000000 
12.800000 12.800000 0.000000 
12.800000 16.000000 0.000000 
12.800000 19.200000 0.000000 
12.800000 22.400000 0.000000 
12.800000 25.600000 -0.000000 

16.000000 0.000000 -0.707107 
16.000000 3.200000 0.000000 
16.000000 6.400000 0.000000 
16.000000 9.600000 0.000000 
16.000000 12.800000 0.000000 
16.000000 16.000000 0.000000 
16.000000 19.200000 0.000000 
16.000000 22.400000 0.000000 
16.000000 25.600000 0.707107 

19.200000 0.000000 -1.000000 
19.200000 3.200000 0.000000 
19.200000 6.400000 0.000000 
19.200000 9.600000 0.000000 
19.200000 12.800000 0.000000 
19.200000 16.000000 0.000000 
19.200000 19.200000 0.000000 
19.200000 22.400000 0.000000 
19.200000 25.600000 1.000000 

22.400000 0.000000 -0.707107 
22.400000 3.200000 0.000000 
22.400000 6.400000 0.000000 
22.400000 9.600000 0.000000 
22.400000 12.800000 0.000000 
22.400000 16.000000 0.000000 
22.400000 19.200000 0.000000 
22.400000 22.400000 0.000000 
22.400000 25.600000 0.707107 

25.600000 0.000000 -0.000000 
25.600000 3.200000 0.382683 
25.600000 6.400000 0.707107 
25.600000 9.600000 0.923880 
25.600000 12.800000 1.000000 
25.600000 16.000000 0.923880 
25.600000 19.200000 0.707107 
25.600000 22.400000 0.382683 
25.600000 25.600000 0.000000 


 
0.000000 0.000000 0.000000 
0.000000 1.600000 0.195090 
0.000000 3.200000 0.382683 
0.000000 4.800000 0.555570 
0.000000 6.400000 0.707107 
0.000000 8.000000 0.831470 
0.000000 9.600000 0.923880 
0.000000 11.200000 0.980785 
0.000000 12.800000 1.000000 
0.000000 14.400000 0.980785 
0.000000 16.000000 0.923880 
0.000000 17.600000 0.831470 
0.000000 19.200000 0.707107 
0.000000 20.800000 0.555570 
0.000000 22.400000 0.382683 
0.000000 24.000000 0.195090 
0.000000 25.600000 -0.000000 

1.600000 0.000000 0.382683 
1.600000 1.600000 0.000000 
1.600000 3.200000 0.000000 
1.600000 4.800000 0.000000 
1.600000 6.400000 0.000000 
1.600000 8.000000 0.000000 
1.600000 9.600000 0.000000 
1.600000 11.200000 0.000000 
1.600000 12.800000 0.000000 
1.600000 14.400000 0.000000 
1.600000 16.000000 0.000000 
1.600000 17.600000 0.000000 
1.600000 19.200000 0.000000 
1.600000 20.800000 0.000000 
1.600000 22.400000 0.000000 
1.600000 24.000000 0.000000 
1.600000 25.600000 -0.382683 

3.200000 0.000000 0.707107 
3.200000 1.600000 0.000000 
3.200000 3.200000 0.000000 
3.200000 4.800000 0.000000 
3.200000 6.400000 0.000000 
3.200000 8.000000 0.000000 
3.200000 9.600000 0.000000 
3.200000 11.200000 0.000000 
3.200000 12.800000 0.000000 
3.200000 14.400000 0.000000 
3.200000 16.000000 0.000000 
3.200000 17.600000 0.000000 
3.200000 19.200000 0.000000 
3.200000 20.800000 0.000000 
3.200000 22.400000 0.000000 
3.200000 24.000000 0.000000 
3.200000 25.600000 -0.707107 

4.800000 0.000000 0.923880 
4.800000 1.600000 0.000000 
4.800000 3.200000 0.000000 
4.800000 4.800000 0.000000 
